,Protein,theta,sigma2,alpha,beta,pvalue,Expression_divergence
5371,XP_021436790.1,6.915085376,0.000388244,0.427762261,99,0.308844728,0.510259808
5372,XP_021436792.1,9.894255162,0.003463674,1.794989898,99,0.684690454,0.164505727
5373,XP_021436811.1,5.753109657,0.048222798,0.715740793,5.121832511,0.272294901,0.564960491
5374,XP_021436820.2,8.357297293,0.003587698,0.526879559,99,0.317234805,0.498619171
5375,XP_021436824.1,6.746590231,0.008909731,1.025370835,26.50337477,0.935837689,0.028799468
5376,XP_021436830.2,6.405839418,0.026417252,0.846329559,13.74787212,0.793707748,0.10033938
5377,XP_021436845.1,8.666379769,0.018627179,0.770278197,7.639416758,0.490891961,0.30901408
5378,XP_021436847.2,7.576629665,0.004814748,0.992919299,99,0.373901084,0.427243276
5379,XP_021436848.2,7.722906171,0.001933949,1.230531579,99,0.431654864,0.364863361
5380,XP_021436850.2,7.546384393,0.001737515,1.023227258,99,0.381445053,0.418568013
5381,XP_021436853.1,7.271039317,0.004561693,1.330020825,55.27694958,0.757426576,0.120659461
5382,XP_021436854.1,6.957837797,0.042154726,0.717575846,4.843649277,0.255532493,0.592553868
5383,XP_021436855.1,7.326516615,0.001369925,0.681044692,99,0.330885541,0.48032221
5384,XP_021436857.2,6.960952226,0.013943196,1.15397747,33.0228622,0.87627127,0.057361427
5385,XP_021436858.1,8.292792817,0.03691716,0.945374244,17.80251716,0.918336223,0.036998285
5386,XP_021436868.1,6.76471183,0.002795854,0.831166539,99,0.348731205,0.45750919
5387,XP_021436869.1,7.687985744,0.000858783,0.264809443,99,0.300288225,0.522461697
5388,XP_021436871.2,8.698494387,0.001772259,1.18148386,99,0.425982616,0.370608124
5389,XP_021436876.2,7.429384495,0.006598444,1.680822074,99,0.603351048,0.219429929
5390,XP_021436882.2,9.074239643,0.009007652,0.70439846,4.904789023,0.242973894,0.614440386
5391,XP_021436885.2,9.819990813,0.00213262,0.965704516,99,0.366380673,0.436067444
5392,XP_021436886.1,5.793632679,0.001133075,0.503607769,99,0.315937932,0.500398229
5393,XP_021436889.1,12.15077282,0.057305937,0.697648626,4.069386636,0.175586845,0.755508025
5394,XP_021436896.2,5.776093141,0.024641062,0.820612394,10.29656269,0.65616345,0.182987965
5395,XP_021436900.2,5.921322087,0.010206115,0.993003145,24.48319456,0.962030228,0.016811282
5396,XP_021436904.1,9.159430247,0.001493206,1.330798033,99,0.450804294,0.346011956
5397,XP_021436905.1,9.544645666,0.04060045,0.733960522,5.844876485,0.343627872,0.463911617
5398,XP_021436907.1,9.095018983,0.035874828,1.323191973,47.48306979,0.795809549,0.099190854
5399,XP_021436913.1,6.539089584,0.010311039,1.244992188,40.23345049,0.82988673,0.08098118
5400,XP_021436916.1,7.565773409,0.051837593,0.676963966,3.198045635,0.093044436,1.031309592
5401,XP_021436921.1,6.379063771,0.042473114,0.721970824,5.521370996,0.307558231,0.512072646
5402,XP_021436931.1,7.390967052,0.002810819,1.205878185,99,0.432827861,0.363684792
5403,XP_021436947.2,6.965856423,0.045151533,0.727510278,5.387216431,0.305314733,0.515252238
5404,XP_021436952.1,9.546191332,0.112765007,0.69699678,4.202444922,0.183928739,0.735350407
5405,XP_021436954.2,5.647886704,0.019359946,0.755122359,7.637051793,0.477219168,0.321282121
5406,XP_021436957.1,7.029810791,0.065185286,1.076265361,30.34996905,0.894669201,0.048337513
5407,XP_021436959.1,7.422811083,0.021587366,0.820725367,11.62483077,0.709777125,0.148878001
5408,XP_021436961.1,7.303349589,0.016239191,1.070446722,29.8085311,0.899968637,0.045772625
5409,XP_021436962.1,6.36966326,0.005618196,1.056185676,28.64418226,0.911833047,0.040084672
5410,XP_021436969.1,9.391168721,0.002467269,0.709148391,99,0.334199916,0.475993664
5411,XP_021436974.1,11.67018965,0.014179985,1.569133396,99,0.555514069,0.255304938
5412,XP_021436976.1,6.170335908,0.014281635,0.807276706,11.19054357,0.686513252,0.163351075
5413,XP_021436978.2,10.1664696,0.012740474,1.180816571,37.63429142,0.840362289,0.075533445
5414,XP_021436979.2,5.921117572,0.003739274,1.135487878,99,0.400983339,0.396873672
5415,XP_021436981.2,7.132972012,0.001428351,0.523761145,99,0.318871946,0.496383688
5416,XP_021436982.1,8.058472034,0.00124201,1.130306856,99,0.397185833,0.401006251
5417,XP_021436984.1,8.111207253,0.004996323,1.339039756,99,0.463067409,0.334355784
5418,XP_021436985.2,5.870017783,0.029230964,0.75820541,7.46892773,0.470123825,0.327787739
5419,XP_021436987.1,9.822498396,0.001346465,0.71947368,99,0.339090032,0.469684977
5420,XP_021436990.1,7.173297905,0.013852064,1.16831965,33.94821085,0.869569889,0.060695507
5421,XP_021436991.1,7.863595482,0.14792202,0.662644479,2.588462724,0.046083956,1.336450247
5422,XP_021436992.1,8.982536722,0.002014521,0.776966179,99,0.343153013,0.464512184
5423,XP_021436993.1,7.2092428,0.001171544,0.689994201,99,0.331839845,0.479071468
5424,XP_021436995.1,7.405910338,0.034892019,0.698333206,4.426141594,0.201318146,0.696117078
5425,XP_021436996.1,8.274871141,0.015551504,1.173662896,38.76366356,0.830835645,0.080484879
5426,XP_021436997.1,8.00128495,0.012829253,0.87208964,15.20819995,0.843626242,0.073849919
5427,XP_021436999.1,11.4043276,0.008918333,1.108947643,99,0.402573479,0.395154839
5428,XP_021437000.2,6.441721171,0.080715698,0.721264423,5.840702816,0.328760647,0.483120174
5429,XP_021437006.2,6.492948286,0.021620578,0.83605338,12.04907074,0.732018884,0.135477715
5430,XP_021437016.2,6.592448889,0.01552271,0.876130868,13.82469133,0.804392344,0.094532072
5431,XP_021437021.1,10.26041495,0.019998216,0.7924502,8.799400041,0.569853691,0.244236634
5432,XP_021437026.2,7.022283596,0.004041275,1.732011108,99,0.654848857,0.183858926
5433,XP_021437028.1,6.353445111,0.001807594,0.683483392,99,0.330944877,0.480244337
5434,XP_021437030.2,6.545738647,0.008228055,1.03508732,28.06497634,0.917031088,0.037615941
5435,XP_021437032.1,6.209649726,0.008748947,0.997867158,21.4274393,0.990006499,0.004361954
5436,XP_021437042.2,6.537884598,0.038323213,0.749744286,6.727340431,0.417451504,0.37939397
5437,XP_021437054.2,7.930279213,0.023044046,0.778996661,9.120460855,0.576240339,0.239396343
5438,XP_021437069.1,9.20187427,0.062434291,0.675532713,3.176610809,0.090135763,1.045102861
5439,XP_021437074.1,7.543320511,0.005881399,1.507502082,76.57005483,0.707449942,0.150304285
5440,XP_021437076.2,8.151438809,0.02617008,1.365870092,52.47861289,0.776076563,0.110095432
5441,XP_021437099.2,6.836432861,0.032961259,0.866158562,13.85564683,0.802486899,0.095562049
5442,XP_021437111.2,7.581429958,0.001165309,0.4847917,99,0.316211616,0.50002218
5443,XP_021437118.1,9.13877126,0.142994707,0.635826845,1.137097258,0.000835298,3.078158558
5444,XP_021437167.1,6.895762833,0.009197373,1.751395252,99,0.682136881,0.166128469
5445,XP_021437172.2,8.710901463,0.015845319,0.908301712,16.32457145,0.879523334,0.055752634
5446,XP_021437181.1,9.544099561,0.003233599,1.546778086,78.7805478,0.706954334,0.150608639
5447,XP_021437182.1,8.658939565,0.009306127,1.092509118,28.08988828,0.921187999,0.035651729
5448,XP_021437184.2,9.338339032,0.003936458,1.648113446,99,0.578762031,0.237499968
5449,XP_021437195.2,6.992781105,0.003066453,0.896933931,99,0.358804242,0.445142431
5450,XP_021437196.1,6.367338794,0.052966776,0.689353035,3.929685214,0.155342654,0.808709279
5451,XP_021437207.1,6.747004459,0.006173282,0.884594282,14.16961117,0.816901403,0.087830358
5452,XP_021437213.2,8.319584728,0.05851434,0.75717766,7.998262428,0.499857901,0.301153439
5453,XP_021437219.2,6.122697382,0.005950278,1.378578203,99,0.490239154,0.309592006
5454,XP_021437221.1,6.807437031,0.013895542,1.061814565,26.40510649,0.939346452,0.027174201
5455,XP_021437225.1,7.810897716,0.003414509,1.293329986,99,0.452434784,0.344444013
5456,XP_021437232.2,6.865240027,0.001307122,0.55964404,99,0.321276754,0.493120697
5457,XP_021437236.2,6.400025102,0.007335975,0.983158993,99,0.377186319,0.423444068
5458,XP_021437251.1,6.100473306,0.02061844,0.850566422,12.20299484,0.743299651,0.128836071
5459,XP_021437255.2,6.70130046,0.236184485,0.643339834,1.51369285,0.004618045,2.335541839
5460,XP_021437269.1,7.803287515,0.122394037,0.700015737,4.005341068,0.174454083,0.758318862
5461,XP_021437281.1,6.014853134,0.036002361,0.811116297,11.40705708,0.697047882,0.156737388
5462,XP_021437283.1,7.883897499,0.104830483,0.712847296,4.87562695,0.251477213,0.599501361
5463,XP_021437290.2,7.512536091,0.002265147,1.006875666,99,0.382252682,0.417649459
5464,XP_021437295.1,6.133216165,0.000906081,0.405632985,99,0.30648797,0.513586567
5465,XP_021437308.2,6.876460166,0.082364807,0.719494488,5.401920272,0.296343948,0.528203938
5466,XP_021437320.1,6.045146501,0.030780664,1.287200292,43.88894466,0.81173254,0.090587044
5467,XP_021437321.2,7.666304159,0.089731698,0.697439148,4.0326446,0.172804387,0.762445236
5468,XP_021437333.1,6.727673727,0.003373504,1.165197221,99,0.42172242,0.37497331
5469,XP_021437392.1,9.897815939,0.003026736,1.158644239,37.44315921,0.839048191,0.076213095
5470,XP_021437408.2,5.928473034,0.009473254,1.541686962,99,0.53159156,0.274421923
5471,XP_021437409.1,7.273548727,0.011188489,1.223574854,99,0.436752016,0.359765082
5472,XP_021437444.2,6.801435891,0.00115771,0.438938002,99,0.312781687,0.504758682
5473,XP_021437501.2,7.057804097,0.010125461,0.919299025,19.00827427,0.941718618,0.026078843
5474,XP_021437506.1,9.425003299,0.095471561,0.802839659,9.935309842,0.630103596,0.200588042
5475,XP_021437507.2,9.282808026,0.025854973,0.73630472,6.6802757,0.40077132,0.397103365
5476,XP_021437510.1,9.198745761,0.051818909,0.655224684,2.200919959,0.025115466,1.600058759
5477,XP_021437513.2,5.616881336,0.017920963,0.877281733,14.10593064,0.813085282,0.0898639
5478,XP_021437518.1,10.60372154,0.010923285,1.009278942,25.06484523,0.954382215,0.020277662
5479,XP_021437519.2,6.330826873,0.031350636,0.915457337,16.77356529,0.89138974,0.049932369
5480,XP_021437520.2,6.59629281,0.004893365,1.428652659,99,0.500495343,0.300599959
5481,XP_021437521.2,10.09621498,0.001217081,0.432144834,99,0.311773413,0.506160923
5482,XP_021437528.1,7.03248161,0.003648574,1.505061981,99,0.54826254,0.261011426
5483,XP_021437533.1,9.402191533,0.002909974,1.34398131,99,0.468364733,0.329415814
5484,XP_021437535.1,8.158536468,0.020842622,0.700607258,4.112095248,0.182466724,0.738816325
5485,XP_021437538.1,9.023824101,0.000973918,0.91673202,99,0.365405594,0.437224808
5486,XP_021437542.2,6.962296679,0.008486769,1.728758566,99,0.632436606,0.198983001
5487,XP_021437548.1,9.074296305,0.009287369,0.818405606,11.41252703,0.700446106,0.154625275
5488,XP_021437559.1,9.003747829,0.003786453,0.918937619,99,0.364519372,0.438279387
5489,XP_021437561.1,7.552979666,0.007731241,1.449357768,99,0.504955246,0.296747112
5490,XP_021437562.1,9.875112465,0.000946101,1.369419983,99,0.474253707,0.323989266
5491,XP_021437563.1,8.648659467,0.011295178,1.30911587,99,0.440494506,0.356059504
5492,XP_021437565.1,10.26531581,0.003115524,0.787846952,99,0.346839798,0.459871075
5493,XP_021437567.2,7.540569115,0.10335579,0.673317234,3.061675459,0.081007715,1.091473618
5494,XP_021437568.2,8.048831085,0.089543179,0.720694779,5.550999073,0.308068199,0.51135313
5495,XP_021437582.1,7.093029006,0.017662702,0.764195894,8.211299208,0.517447697,0.286133542
5496,XP_021437584.2,7.007578581,0.017716595,1.054216369,27.38987185,0.926564149,0.033124508
5497,XP_021437588.1,6.512298265,0.040845649,0.74121148,6.758615181,0.410668815,0.386508275
5498,XP_021437590.2,10.73081415,0.250002169,0.641529536,1.42860089,0.003339984,2.476255614
5499,XP_021437596.1,6.392594992,0.006986696,1.365681347,99,0.4575662,0.339546064
5500,XP_021437598.2,7.29575489,0.006258173,0.997922535,21.30196657,0.987903864,0.005285316
5501,XP_021437603.2,8.577629905,0.018422755,0.770449659,8.788818986,0.553279035,0.257055786
5502,XP_021437606.2,9.056446987,0.003911824,1.077654003,99,0.399451991,0.39853541
5503,XP_021437609.2,8.299792487,0.1374802,0.777889871,7.894506332,0.5116525,0.2910249
5504,XP_021437610.2,8.21890727,0.056128478,1.06393966,30.53517691,0.891574407,0.049842407
5505,XP_021437623.1,7.582199423,0.005789286,1.116813562,99,0.398237143,0.399858236
5506,XP_021437632.1,9.192822142,0.008074699,1.463695237,99,0.493445004,0.306761244
5507,XP_021437633.2,8.459163235,0.071457214,0.685551844,3.487630904,0.121287745,0.916183078
5508,XP_021437639.1,10.45112794,0.032964868,0.744192314,7.017084637,0.429809783,0.366723704
5509,XP_021437651.1,11.02280511,0.032946747,0.73512024,5.815514233,0.343085648,0.464597449
5510,XP_021437654.2,7.974800923,0.048082793,0.724859072,5.98353684,0.342513657,0.465322107
5511,XP_021437659.1,6.313698517,0.037926844,0.815475534,11.06129042,0.685040422,0.164283801
5512,XP_021437666.1,6.781473585,0.010242321,1.053770282,28.50991204,0.91320349,0.039432437
5513,XP_021437668.2,8.627951812,0.119680813,0.772117449,8.80593867,0.555404658,0.255390482
5514,XP_021437672.1,6.884988381,0.003548614,1.048391323,99,0.382529722,0.417334815
5515,XP_021437673.1,9.26181238,0.046571938,0.782535663,9.044067581,0.574784314,0.240495092
5516,XP_021437675.2,5.90112587,0.023155263,0.931993655,18.53921761,0.93276991,0.030225472
5517,XP_021437676.1,6.479620667,0.013869915,0.93376178,17.07499054,0.900889365,0.04532854
5518,XP_021437677.2,7.22003509,0.021437822,0.980919879,20.8332001,0.979562273,0.00896795
5519,XP_021437678.2,6.247824404,0.003490823,0.856850978,99,0.352979625,0.452250363
5520,XP_021437682.2,6.892039709,0.004649747,1.528538505,99,0.532590935,0.27360623
5521,XP_021437684.1,7.984846783,0.010071035,0.877153087,15.80512278,0.860951474,0.065021326
5522,XP_021437687.1,7.067022943,0.008702229,1.56476847,71.5250612,0.731757542,0.135632793
5523,XP_021437690.1,7.50460453,0.00552044,1.389345062,99,0.483392951,0.315699687
5524,XP_021437695.1,6.849832027,0.000722129,0.26581569,99,0.299747624,0.523244251
5525,XP_021437702.1,6.018353949,0.055049043,0.716355296,5.217837515,0.279737768,0.553248895
5526,XP_021437705.1,7.667323517,0.00091027,0.610426612,99,0.325203952,0.487844185
5527,XP_021437710.1,9.223463141,0.09497065,0.63597962,1.14850497,0.000886412,3.052364373
5528,XP_021437719.2,8.356777597,0.152309957,0.709306477,4.464225194,0.218398889,0.660749575
5529,XP_021437721.1,6.190332695,0.005942845,1.100136963,99,0.390451291,0.408433137
5530,XP_021437726.2,8.223137665,0.003408382,0.90734697,99,0.365701256,0.436873548
5531,XP_021437727.2,6.418838763,0.013703089,1.02888363,26.86696541,0.931383314,0.030871547
5532,XP_021437730.1,7.129703807,0.046369434,0.707382458,4.304821356,0.204862657,0.688537199
5533,XP_021437731.1,11.57257688,0.020751825,0.824423496,12.26838276,0.735668266,0.133317977
5534,XP_021437740.2,5.906169323,0.004744336,1.637177388,99,0.618476205,0.208677005
5535,XP_021437741.1,6.456865033,0.040511817,0.734264558,6.208494286,0.367878242,0.434295898
5536,XP_021437742.1,5.780257699,0.00340477,1.216240095,99,0.422280236,0.374399244
5537,XP_021437743.2,9.604620347,0.018202624,1.714945561,88.47607995,0.707092873,0.15052354
5538,XP_021437749.2,7.407255615,0.006021642,1.271477259,99,0.430832118,0.365691928
5539,XP_021437750.2,8.849434977,0.006932497,1.305397752,99,0.453585526,0.343340812
5540,XP_021437753.1,9.102771955,0.046837271,0.683291181,3.195403122,0.100494219,0.997858921
5541,XP_021437754.1,9.945977918,0.013789883,1.012130709,22.25198388,0.996448462,0.001545159
5542,XP_021437761.2,7.481991914,0.315190531,0.676045556,2.853338748,0.072591668,1.139113224
5543,XP_021437763.1,5.532643092,0.040737047,0.701984289,4.769595298,0.230366505,0.637580667
5544,XP_021437770.2,6.126857596,0.085046036,0.677971594,2.986187517,0.081983624,1.086272888
5545,XP_021437772.1,6.758797954,0.005042698,1.444639233,99,0.503172599,0.298283017
5546,XP_021437777.2,6.89003127,0.003111372,1.052478055,99,0.389284831,0.409732519
5547,XP_021437787.2,5.655227117,0.106163583,0.652516161,1.890904289,0.014639725,1.834467081
5548,XP_021437806.1,10.57148107,0.005899961,1.113744386,99,0.405664058,0.391833469
5549,XP_021437807.1,6.576881345,0.020847198,0.887149386,14.42328353,0.824833001,0.083633972
5550,XP_021437811.1,6.287496963,0.001973266,0.892012275,99,0.357768904,0.446397409
5551,XP_021437812.1,5.734988293,0.012813121,1.443756758,67.85073292,0.724967642,0.139681377
5552,XP_021437816.2,9.240900654,0.10148006,1.166594374,33.97680603,0.869064385,0.060948047
5553,XP_021437822.2,6.909661203,0.016604732,1.058990195,25.75047643,0.947616915,0.023367196
5554,XP_021437823.2,7.331710472,0.004478216,1.430817441,57.2823716,0.764118659,0.116839195
5555,XP_021437825.2,6.95742833,0.010849832,1.726489504,99,0.628645794,0.201593986
5556,XP_021437826.1,5.993546357,0.002409462,1.084642947,99,0.387442014,0.411793286
5557,XP_021437827.1,7.147265774,0.057437045,0.778665508,8.12142555,0.524356865,0.280373042
5558,XP_021437831.1,6.15126715,0.021583758,0.897421045,17.15822953,0.898147793,0.046652193
5559,XP_021437834.1,8.925163431,0.003790993,1.397770776,54.10593692,0.773334062,0.111632861
5560,XP_021437835.1,8.387341559,0.033075485,0.724758099,5.359169501,0.299925466,0.522986658
5561,XP_021437844.1,8.440278879,0.004466207,1.172029328,99,0.406222419,0.391236112
5562,XP_021437855.2,6.628644526,0.004918851,1.578807953,99,0.551327062,0.25859069
5563,XP_021437859.1,6.397001316,0.012938239,1.6389696,89.08823646,0.694012357,0.158632797
5564,XP_021437860.1,5.959359281,0.003042402,0.796062293,99,0.343237492,0.46440528
5565,XP_021437865.1,7.55269291,0.005990091,1.334697054,99,0.472339224,0.325745988
5566,XP_021437868.2,7.352709015,0.01846583,0.790171774,8.882073222,0.572197247,0.242454236
5567,XP_021437871.2,7.326041992,0.017536958,0.922188346,18.37131803,0.92837442,0.032276834
5568,XP_021437873.1,6.787683494,0.013301977,1.164440022,39.61919923,0.823358986,0.08441077
5569,XP_021437878.2,6.961536812,0.043273022,0.767739974,7.372755886,0.473605262,0.324583481
5570,XP_021437880.1,7.357823155,0.035075616,0.684815527,3.767814277,0.138759558,0.857737092
5571,XP_021437884.1,7.828747577,0.005743708,1.595398344,99,0.553174642,0.257137737
5572,XP_021437889.1,7.199044128,0.009336346,1.008437375,23.71672202,0.973838103,0.011513237
5573,XP_021437891.1,8.455726698,0.052590797,0.75234537,7.277482314,0.453408341,0.343510495
5574,XP_021437894.1,7.196609948,0.044401688,0.730215543,5.847530759,0.339386042,0.469306023
5575,XP_021437896.2,6.663553874,0.0263745,0.889584241,14.677267,0.83257462,0.079576832
5576,XP_021437898.2,6.794883364,0.011541496,1.703250997,99,0.677921306,0.168820717
5577,XP_021437901.1,9.255800731,0.019626988,0.793283944,9.729764854,0.614940581,0.211166846
